rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,gender,firstName,gdp_country,wealth_per_capita,age_at_2024,cpi_change_percentage,education_enrollment_ratio,tax_revenue_percentage_gdp,total_tax_rate_percentage
1434,2100.0,Healthcare,Beda Diethelm,82.0,Switzerland,Hearing aids,Healthcare,,1,M,Beda,"$703,082,435,360 ",0.00024490275727850994,83.0,0.4018081366147665,56.65399239543726,0.48095238095238096,1.3714285714285714
1434,2100.0,Fashion & Retail,Domenico Dolce,64.0,Italy,Luxury goods,Fashion & Retail,,1,M,Domenico,"$2,001,244,392,042 ",3.482737463488473e-05,66.0,0.5423973964924967,60.74582924435721,1.157142857142857,2.8142857142857145
1434,2100.0,Technology,Ralph Dommermuth,59.0,Germany,Internet service provider,Technology,,1,M,Ralph,"$3,845,630,030,824 ",2.526078786304308e-05,61.0,1.2405848471422243,67.5,0.5476190476190477,2.323809523809524
1434,2100.0,Diversified,Georgi Domuschiev,50.0,United Kingdom,"Animal health, investments",Diversified,,1,M,Georgi,"$2,827,113,184,696 ",3.142094255196856e-05,52.0,1.421167028924929,59.28853754940712,1.2142857142857142,1.4571428571428573
1434,2100.0,Diversified,Kiril Domuschiev,53.0,United Kingdom,"Animal health, investments",Diversified,,1,M,Kiril,"$2,827,113,184,696 ",3.142094255196856e-05,55.0,1.421167028924929,59.28853754940712,1.2142857142857142,1.4571428571428573
1434,2100.0,Real Estate,Bob Ell,78.0,Australia,Real estate,Real Estate,,1,M,Bob,"$1,392,680,589,329 ",8.150084188429171e-05,80.0,1.335559265442404,112.7617148554337,1.0952380952380953,2.257142857142857
1434,2100.0,Energy,Paul Foster,65.0,United States,Oil refining,Energy,Western Refining,1,M,Paul,"$21,427,700,000,000 ",6.397767035507178e-06,67.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Fashion & Retail,Stefano Gabbana,60.0,Italy,Luxury goods,Fashion & Retail,,1,M,Stefano,"$2,001,244,392,042 ",3.482737463488473e-05,62.0,0.5423973964924967,60.74582924435721,1.157142857142857,2.8142857142857145
1434,2100.0,Manufacturing,Xingjiang Gao,59.0,China,Steel,Manufacturing,,1,M,Xingjiang,"$19,910,000,000,000 ",1.5024522166536097e-06,61.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Energy,Gordon Getty,89.0,United States,Getty Oil,Energy,Ann & Gordon Getty Foundation,0,M,Gordon,"$21,427,700,000,000 ",6.397767035507178e-06,91.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Energy,Kamal Ghaffarian,64.0,United States,"Space, energy",Energy,,1,M,Kamal,"$21,427,700,000,000 ",6.397767035507178e-06,66.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Healthcare,Dennis Gillings,78.0,United States,Clinical trials,Healthcare,,1,M,Dennis,"$21,427,700,000,000 ",6.397767035507178e-06,80.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Diversified,Harsh Goenka,65.0,India,Diversified,Diversified,,0,M,Harsh,"$2,611,000,000,000 ",1.5368652770007846e-06,67.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Diversified,Sanjiv Goenka,62.0,India,Diversified,Diversified,,0,M,Sanjiv,"$2,611,000,000,000 ",1.5368652770007846e-06,63.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Real Estate,Jane Goldman,67.0,United States,Real estate,Real Estate,,0,F,Jane,"$21,427,700,000,000 ",6.397767035507178e-06,69.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Fashion & Retail,Stein Erik Hagen,66.0,Norway,Consumer goods,Fashion & Retail,,1,M,Stein Erik,"$403,336,363,636 ",0.0003926777932854341,68.0,1.829217593747402,81.75473579262214,1.138095238095238,1.723809523809524
1434,2100.0,Real Estate,Bahaa Hariri,56.0,Switzerland,"Real estate, investments",Real Estate,,0,M,Bahaa,"$703,082,435,360 ",0.00024490275727850994,58.0,0.4018081366147665,56.65399239543726,0.48095238095238096,1.3714285714285714
1434,2100.0,Fashion & Retail,Hortensia Herrero,72.0,Spain,Supermarkets,Fashion & Retail,,0,F,Hortensia,"$1,394,116,310,769 ",4.460797776296557e-05,74.0,0.6308579668348955,86.56280428432328,0.6761904761904761,2.238095238095238
1434,2100.0,Diversified,Douglas Hsu,80.0,Taiwan,Diversified,Diversified,,0,M,Douglas,,,82.0,,,,
1434,2100.0,Manufacturing,Huang Min,49.0,China,Machinery,Manufacturing,,1,M,Min,"$19,910,000,000,000 ",1.5024522166536097e-06,51.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Technology,Jared Isaacman,40.0,United States,Payment processing,Technology,,1,M,Jared,"$21,427,700,000,000 ",6.397767035507178e-06,41.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Technology,Eugene Kaspersky,57.0,Russia,Software,Technology,,1,M,Eugene,"$1,699,876,578,871 ",1.4545602142387106e-05,59.0,2.4896265560165975,79.82456140350878,0.5428571428571428,2.2
1434,2100.0,Fashion & Retail,Artem Khachatryan,48.0,Cyprus,Retail,Fashion & Retail,,1,M,Artem,"$24,564,647,935 ",0.0017520805957074025,49.0,0.292654375182909,76.43504531722056,1.1666666666666667,1.0666666666666667
1434,2100.0,Food & Beverage,Andrei Krivenko,47.0,Russia,Retail,Food & Beverage,,1,M,Andrei,"$1,699,876,578,871 ",1.4545602142387106e-05,49.0,2.4896265560165975,79.82456140350878,0.5428571428571428,2.2
1434,2100.0,Real Estate,Thomas Kwok,71.0,Hong Kong,Real estate,Real Estate,,0,M,Thomas,,,73.0,,,,
1434,2100.0,Manufacturing,Lam Wai-ying,,Hong Kong,Smartphone screens,Manufacturing,Biel Crystal,1,F,Wai-ying,,,,,,,
1434,2100.0,Finance & Investments,Marc Lasry,62.0,United States,Hedge funds,Finance & Investments,Avenue Capital Group,1,M,Marc,"$21,427,700,000,000 ",6.397767035507178e-06,64.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Finance & Investments,Christian Latouche & family,82.0,France,Accounting services,Finance & Investments,,1,M,Christian,"$2,715,518,274,227 ",3.1315292851596964e-05,84.0,0.9995456610631533,63.99999999999999,1.1523809523809523,2.8904761904761904
1434,2100.0,Sports,Theodore Leonsis,67.0,United States,Sports teams,Sports,,1,M,Theodore,"$21,427,700,000,000 ",6.397767035507178e-06,68.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Real Estate,Lin Chang Su-O,82.0,Taiwan,Real estate,Real Estate,,0,F,Chang Su-O,,,84.0,,,,
1434,2100.0,Manufacturing,Liu Chengyu & family,60.0,China,Power supply equipment,Manufacturing,,1,M,Chengyu,"$19,910,000,000,000 ",1.5024522166536097e-06,62.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Fashion & Retail,Sergey Lomakin,49.0,Cyprus,Retail,Fashion & Retail,,1,M,Sergey,"$24,564,647,935 ",0.0017520805957074025,51.0,0.292654375182909,76.43504531722056,1.1666666666666667,1.0666666666666667
1434,2100.0,Food & Beverage,Daniel Lubetzky,54.0,United States,Snack bars,Food & Beverage,,1,M,Daniel,"$21,427,700,000,000 ",6.397767035507178e-06,56.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Technology,Melissa Ma,,China,Internet search,Technology,,1,F,Melissa,"$19,910,000,000,000 ",1.5024522166536097e-06,,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Diversified,Anand Mahindra,67.0,India,Diversified,Diversified,,0,M,Anand,"$2,611,000,000,000 ",1.5368652770007846e-06,69.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Fashion & Retail,Rafique Malik,72.0,India,Footwear,Fashion & Retail,,0,M,Rafique,"$2,611,000,000,000 ",1.5368652770007846e-06,74.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Diversified,Katarina Martinson,41.0,Sweden,Investments,Diversified,,0,F,Katarina,"$530,832,908,738 ",0.00020417185319888197,43.0,1.6288118722287575,52.922590837282776,1.3285714285714285,2.3380952380952382
1434,2100.0,Healthcare,Kiran Mazumdar-Shaw,70.0,India,Biopharmaceuticals,Healthcare,Biocon,1,F,Kiran,"$2,611,000,000,000 ",1.5368652770007846e-06,71.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Automotive,Nirmal Minda,65.0,India,Auto parts,Automotive,,0,M,Nirmal,"$2,611,000,000,000 ",1.5368652770007846e-06,67.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Technology,Mu Rongjun,43.0,China,E-commerce,Technology,,1,M,Rongjun,"$19,910,000,000,000 ",1.5024522166536097e-06,44.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Manufacturing,Eugene Murtagh,80.0,Ireland,Building materials,Manufacturing,,1,M,Eugene,,,82.0,,,,
1434,2100.0,Finance & Investments,Alexander Nesis,60.0,Russia,"Metals, banking, fertilizers",Finance & Investments,,1,M,Alexander,"$1,699,876,578,871 ",1.4545602142387106e-05,62.0,2.4896265560165975,79.82456140350878,0.5428571428571428,2.2
1434,2100.0,Manufacturing,Zugen Ni,66.0,China,Appliances,Manufacturing,,1,M,Zugen,"$19,910,000,000,000 ",1.5024522166536097e-06,67.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Construction & Engineering,Florentino Perez,76.0,Spain,Construction,Construction & Engineering,,1,M,Florentino,"$1,394,116,310,769 ",4.460797776296557e-05,77.0,0.6308579668348955,86.56280428432328,0.6761904761904761,2.238095238095238
1434,2100.0,Metals & Mining,Victor Pinchuk,62.0,Ukraine,"Steel pipes, diversified",Metals & Mining,,1,M,Victor,"$153,781,069,118 ",4.731311628854287e-05,64.0,2.8048001136121563,83.53535353535354,0.9571428571428573,2.1523809523809523
1434,2100.0,Technology,Leonid Radvinsky,40.0,United States,E-commerce,Technology,,1,M,Leonid,"$21,427,700,000,000 ",6.397767035507178e-06,42.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Technology,Raveendran Byju,41.0,India,Education technology,Technology,,1,M,Byju,"$2,611,000,000,000 ",1.5368652770007846e-06,43.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Construction & Engineering,P.P. Reddy,65.0,India,Infrastructure,Construction & Engineering,,1,M,P.P.,"$2,611,000,000,000 ",1.5368652770007846e-06,67.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Fashion & Retail,Richard Saghian,41.0,United States,Fast fashion,Fashion & Retail,,1,M,Richard,"$21,427,700,000,000 ",6.397767035507178e-06,43.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Healthcare,Shi Yifeng,49.0,China,Medical cosmetics,Healthcare,,1,M,Yifeng,"$19,910,000,000,000 ",1.5024522166536097e-06,50.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Finance & Investments,Thaksin Shinawatra,73.0,United Arab Emirates,Investments,Finance & Investments,,1,M,Thaksin,"$421,142,267,938 ",0.00021493206764956125,75.0,-1.659098847362906,33.94833948339483,0.004761904761904762,0.7571428571428572
1434,2100.0,Food & Beverage,Shu Ping,53.0,Singapore,Restaurants,Food & Beverage,,1,F,Ping,"$372,062,527,489 ",0.00036819051369414485,,0.5244296827200419,84.29423459244532,0.6238095238095238,1.0
1434,2100.0,Healthcare,Timothy Springer,75.0,United States,Biotech,Healthcare,,1,M,Timothy,"$21,427,700,000,000 ",6.397767035507178e-06,76.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Automotive,Venu Srinivasan,70.0,India,Two-wheelers,Automotive,,0,M,Venu,"$2,611,000,000,000 ",1.5368652770007846e-06,72.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Fashion & Retail,Edward Stack,68.0,United States,Dick's Sporting Goods,Fashion & Retail,Dick's Sporting Goods,1,M,Edward,"$21,427,700,000,000 ",6.397767035507178e-06,70.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Food & Beverage,Sun Mengquan & family,73.0,China,Edible oil,Food & Beverage,,1,M,Mengquan,"$19,910,000,000,000 ",1.5024522166536097e-06,74.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Finance & Investments,Alexander Svetakov,55.0,Russia,Real estate,Finance & Investments,,1,M,Alexander,"$1,699,876,578,871 ",1.4545602142387106e-05,56.0,2.4896265560165975,79.82456140350878,0.5428571428571428,2.2
1434,2100.0,Fashion & Retail,Torsten Toeller,56.0,Germany,Pet food,Fashion & Retail,,1,M,Torsten,"$3,845,630,030,824 ",2.526078786304308e-05,58.0,1.2405848471422243,67.5,0.5476190476190477,2.323809523809524
1434,2100.0,Food & Beverage,Barbara Tyson,74.0,United States,Food processing,Food & Beverage,,0,F,Barbara,"$21,427,700,000,000 ",6.397767035507178e-06,75.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Food & Beverage,Hamdi Ulukaya,50.0,United States,Greek yogurt,Food & Beverage,Chobani,1,M,Hamdi,"$21,427,700,000,000 ",6.397767035507178e-06,52.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Construction & Engineering,Wang Linpeng,54.0,China,Furniture retailing,Construction & Engineering,,1,M,Linpeng,"$19,910,000,000,000 ",1.5024522166536097e-06,56.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Food & Beverage,Wei Ing-Chou,69.0,China,"Food, beverages",Food & Beverage,,1,M,Ing-Chou,"$19,910,000,000,000 ",1.5024522166536097e-06,71.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Food & Beverage,Wei Yin-Chun,66.0,Taiwan,"Food, beverages",Food & Beverage,,1,M,Yin-Chun,,,67.0,,,,
1434,2100.0,Food & Beverage,Wei Yin-Heng,64.0,China,"Food, beverages",Food & Beverage,,1,M,Yin-Heng,"$19,910,000,000,000 ",1.5024522166536097e-06,65.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Food & Beverage,Wei Ying-Chiao,68.0,Taiwan,"Food, beverages",Food & Beverage,,1,M,Ying-Chiao,,,69.0,,,,
1434,2100.0,Gambling & Casinos,Elaine Wynn,80.0,United States,"Casinos, hotels",Gambling & Casinos,"Wynn Las Vegas, LLC",1,F,Elaine,"$21,427,700,000,000 ",6.397767035507178e-06,82.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Automotive,Xu Xudong & family,53.0,China,Auto parts,Automotive,,1,M,Xudong,"$19,910,000,000,000 ",1.5024522166536097e-06,54.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Fashion & Retail,Michael Ying,73.0,Hong Kong,Retail,Fashion & Retail,,1,M,Michael,,,75.0,,,,
1434,2100.0,Manufacturing,Yu Qibing & family,57.0,China,Glass,Manufacturing,,1,M,Qibing,"$19,910,000,000,000 ",1.5024522166536097e-06,59.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Manufacturing,Yuan Fugen & family,72.0,China,Metal processing,Manufacturing,,1,M,Fugen,"$19,910,000,000,000 ",1.5024522166536097e-06,74.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Manufacturing,Zhang Ning & family,49.0,China,Chemicals,Manufacturing,,1,F,Ning,"$19,910,000,000,000 ",1.5024522166536097e-06,50.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Healthcare,Zhao Tao,57.0,China,Pharmaceuticals,Healthcare,,0,M,Tao,"$19,910,000,000,000 ",1.5024522166536097e-06,58.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1516,2000.0,Construction & Engineering,Anu Aga,80.0,India,Engineering,Construction & Engineering,,0,F,Anu,"$2,611,000,000,000 ",1.4636812161912235e-06,82.0,4.267346486366659,24.867256637168143,0.5599999999999999,2.485
1516,2000.0,Fashion & Retail,Mohamed Al Fayed,94.0,United Kingdom,"Retail, investments",Fashion & Retail,,1,M,Mohamed,"$2,827,113,184,696 ",2.9924707192351005e-05,95.0,1.421167028924929,59.28853754940712,1.275,1.53
1516,2000.0,Technology,Andrey Andreev,49.0,United Kingdom,Online dating,Technology,,1,M,Andrey,"$2,827,113,184,696 ",2.9924707192351005e-05,50.0,1.421167028924929,59.28853754940712,1.275,1.53
1516,2000.0,Finance & Investments,Michael Ashcroft,77.0,Turks and Caicos Islands,Security,Finance & Investments,,1,M,Michael,,,78.0,,,,
1516,2000.0,Technology,Pavel Baudis,62.0,Czech Republic,Software,Technology,,1,M,Pavel,"$246,489,245,495 ",0.00018744653673310115,64.0,2.4038461538461537,63.65441906653425,0.745,2.305
1516,2000.0,Healthcare,Wilhelm Beier & family,66.0,Germany,Pharmaceuticals,Healthcare,,1,M,Wilhelm,"$3,845,630,030,824 ",2.4057893202898174e-05,68.0,1.2405848471422243,67.5,0.575,2.44
1516,2000.0,Manufacturing,Cao Jianwei,44.0,China,Semiconductors,Manufacturing,,1,M,Jianwei,"$19,910,000,000,000 ",1.4309068730034377e-06,46.0,2.318516149664215,50.49900199600798,0.47000000000000003,2.96
1516,2000.0,Manufacturing,Huwen Chen,52.0,China,Stationery,Manufacturing,,1,M,Huwen,"$19,910,000,000,000 ",1.4309068730034377e-06,54.0,2.318516149664215,50.49900199600798,0.47000000000000003,2.96
1516,2000.0,Diversified,Phongthep Chiaravanont,71.0,Thailand,Diversified,Diversified,,0,M,Phongthep,"$543,649,976,166 ",2.8725074068321612e-05,72.0,0.6179924075218504,49.39879759519038,0.745,1.4749999999999999
1516,2000.0,Diversified,Dou Zhenggang,69.0,China,"Energy, chemicals",Diversified,,1,M,Zhenggang,"$19,910,000,000,000 ",1.4309068730034377e-06,71.0,2.318516149664215,50.49900199600798,0.47000000000000003,2.96
1516,2000.0,Food & Beverage,Maria Franca Fissolo,88.0,Monaco,"Nutella, chocolates",Food & Beverage,,0,F,Maria Franca,"$7,184,844,193 ",0.0513294322964788,89.0,,,,
1516,2000.0,Diversified,William Franke,85.0,United States,Low-cost airlines,Diversified,,1,M,William,"$21,427,700,000,000 ",6.093111462387788e-06,87.0,6.397134083930399,86.64047151277015,0.48,1.83
1516,2000.0,Healthcare,Mario Germano Giuliani,51.0,Monaco,Pharmaceuticals,Healthcare,,0,M,Mario Germano,"$7,184,844,193 ",0.0513294322964788,52.0,,,,
1516,2000.0,Real Estate,Amy Goldman Fowler,68.0,United States,Real estate,Real Estate,,0,F,Amy,"$21,427,700,000,000 ",6.093111462387788e-06,70.0,6.397134083930399,86.64047151277015,0.48,1.83
1516,2000.0,Metals & Mining,John Hancock,47.0,United Kingdom,Mining,Metals & Mining,,0,M,John,"$2,827,113,184,696 ",2.9924707192351005e-05,48.0,1.421167028924929,59.28853754940712,1.275,1.53
1516,2000.0,Technology,Hu Yangzhong,58.0,China,Technology,Technology,,1,M,Yangzhong,"$19,910,000,000,000 ",1.4309068730034377e-06,59.0,2.318516149664215,50.49900199600798,0.47000000000000003,2.96
1516,2000.0,Manufacturing,Huang Dawen,62.0,Hong Kong,Silicon,Manufacturing,,1,M,Dawen,,,64.0,,,,
1516,2000.0,Media & Entertainment,Huang Qiaoling,64.0,China,Amusement parks,Media & Entertainment,,1,M,Qiaoling,"$19,910,000,000,000 ",1.4309068730034377e-06,66.0,2.318516149664215,50.49900199600798,0.47000000000000003,2.96
1516,2000.0,Finance & Investments,Rajiv Jain,55.0,United States,Finance,Finance & Investments,,1,M,Rajiv,"$21,427,700,000,000 ",6.093111462387788e-06,56.0,6.397134083930399,86.64047151277015,0.48,1.83
1516,2000.0,Sports,Michael Jordan,60.0,United States,"Charlotte Hornets, endorsements",Sports,,1,M,Michael,"$21,427,700,000,000 ",6.093111462387788e-06,61.0,6.397134083930399,86.64047151277015,0.48,1.83
1516,2000.0,Real Estate,Diane Kemper,77.0,United States,Real estate,Real Estate,,0,F,Diane,"$21,427,700,000,000 ",6.093111462387788e-06,79.0,6.397134083930399,86.64047151277015,0.48,1.83
1516,2000.0,Technology,Shlomo Kramer,57.0,Israel,"Software, investments",Technology,,1,M,Shlomo,"$395,098,666,122 ",0.00022091392089072494,58.0,0.7397133610725843,60.43851286939942,1.155,1.265
